📺江苏移动IPTV,#genre#
江苏体育休闲 576,http://223.110.235.20/ott.js.chinamobile.com/PLTV/3/224/3221225935/index.m3u8
江苏公共新闻 576,http://183.207.249.176/ott.js.chinamobile.com/PLTV/3/224/3221225925/index.m3u8
江苏城市 576,http://183.207.249.169/ott.js.chinamobile.com/PLTV/3/224/3221225929/index.m3u8
江苏影视 576,http://183.207.248.139/ott.js.chinamobile.com/PLTV/3/224/3221225937/index.m3u8
江苏教育 576,http://223.110.235.20/ott.js.chinamobile.com/PLTV/3/224/3221225923/index.m3u8
江苏综艺 576,http://183.207.249.172/ott.js.chinamobile.com/PLTV/3/224/3221225931/index.m3u8
江苏优漫卡通 3.5M576,http://223.110.235.25/ott.js.chinamobile.com/PLTV/3/224/3221227577/index.m3u8
江苏优漫卡通 3.5M576,http://223.110.236.16/ott.js.chinamobile.com/PLTV/3/224/3221226982/index.m3u8
江苏优漫卡通 576,http://183.207.249.172/ott.js.chinamobile.com/PLTV/3/224/3221225933/index.m3u8
广东嘉佳卡通 4M576,http://223.110.243.143/ott.js.chinamobile.com/PLTV/3/224/3221227598/index.m3u8
广东嘉佳卡通 576,http://183.207.248.173/ott.js.chinamobile.com/PLTV/3/224/3221227009/index.m3u8
北京卡酷少儿 4M576,http://223.110.235.7/ott.js.chinamobile.com/PLTV/3/224/3221227566/index.m3u8
北京卡酷少儿 576,http://223.110.236.17/ott.js.chinamobile.com/PLTV/3/224/3221226305/index.m3u8
湖南金鹰卡通 3.5M576,http://223.110.236.20/ott.js.chinamobile.com/PLTV/3/224/3221227630/index.m3u8
湖南金鹰卡通 576,http://183.207.248.174/ott.js.chinamobile.com/PLTV/3/224/3221226303/index.m3u8
湖南金鹰纪实 4M576,http://223.110.236.13/ott.js.chinamobile.com/PLTV/3/224/3221228110/index.m3u8
青岛中华美食 4M576,http://223.110.236.24/ott.js.chinamobile.com/PLTV/3/224/3221227647/index.m3u8
青岛中华美食 576,http://183.207.249.134/ott.js.chinamobile.com/PLTV/3/224/3221227017/index.m3u8
京视剧场 576,http://183.207.249.136/ott.js.chinamobile.com/PLTV/3/224/3221227040/index.m3u8
置业频道 576,http://183.207.248.133/ott.js.chinamobile.com/PLTV/3/224/3221227037/index.m3u8
南京十八 576,http://223.110.236.17/ott.js.chinamobile.com/PLTV/3/224/3221227178/index.m3u8
南京少儿 576,http://223.110.235.17/ott.js.chinamobile.com/PLTV/3/224/3221227733/index.m3u8
南京生活 576,http://223.110.236.14/ott.js.chinamobile.com/PLTV/3/224/3221227786/index.m3u8
宿迁综合 576,http://183.207.248.136/ott.js.chinamobile.com/PLTV/3/224/3221226944/index.m3u8
扬州3 576,http://183.207.248.176/ott.js.chinamobile.com/PLTV/3/224/3221227867/index.m3u8
新沂1 576,http://183.207.249.137/ott.js.chinamobile.com/PLTV/3/224/3221227289/index.m3u8
新沂2 576,http://183.207.248.172/ott.js.chinamobile.com/PLTV/3/224/3221227311/index.m3u8
洪泽综合 576,http://223.110.235.8/ott.js.chinamobile.com/PLTV/3/224/3221228287/index.m3u8
贾汪新闻 3M576,http://223.110.245.150/ott.js.chinamobile.com/PLTV/3/224/3221227385/index.m3u8
贾汪旅游 3M576,http://183.207.249.140/ott.js.chinamobile.com/PLTV/3/224/3221227389/index.m3u8
铜山三农 576,http://223.110.235.7/ott.js.chinamobile.com/PLTV/3/224/3221228081/index.m3u8
铜山影视 576,http://223.110.236.5/ott.js.chinamobile.com/PLTV/3/224/3221228055/index.m3u8
铜山综合 576,http://223.110.235.20/ott.js.chinamobile.com/PLTV/3/224/3221228152/index.m3u8
镇江2 576,http://183.207.248.175/ott.js.chinamobile.com/PLTV/3/224/3221227325/index.m3u8
江苏好享购物 720,http://223.110.235.8/ott.js.chinamobile.com/PLTV/3/224/3221227398/index.m3u8
北京家有购物 720,http://223.110.235.10/ott.js.chinamobile.com/PLTV/3/224/3221227649/index.m3u8
北京家有购物 720,http://223.110.235.19/ott.js.chinamobile.com/PLTV/3/224/3221227705/index.m3u8
聚鲨环球精选 576,http://223.110.235.8/ott.js.chinamobile.com/PLTV/3/224/3221227529/index.m3u8
山西优购物 576,http://223.110.235.8/ott.js.chinamobile.com/PLTV/3/224/3221227582/index.m3u8
央广购物 720,http://223.110.245.140/ott.js.chinamobile.com/PLTV/3/224/3221227769/index.m3u8
购物 576,http://223.110.236.12/ott.js.chinamobile.com/PLTV/3/224/3221227572/index.m3u8
购物 576,http://223.110.245.148/ott.js.chinamobile.com/PLTV/3/224/3221227765/index.m3u8
江苏交通广播,http://223.110.235.3/ott.js.chinamobile.com/PLTV/3/224/3221227937/index.m3u8
江苏健康广播,http://223.110.235.3/ott.js.chinamobile.com/PLTV/3/224/3221227952/index.m3u8
江苏故事广播,http://183.207.248.133/ott.js.chinamobile.com/PLTV/3/224/3221227990/index.m3u8
江苏文艺广播,http://223.110.235.3/ott.js.chinamobile.com/PLTV/3/224/3221227987/index.m3u8
江苏新闻广播,http://223.110.235.3/ott.js.chinamobile.com/PLTV/3/224/3221227984/index.m3u8
江苏新闻综合广播,http://223.110.236.5/ott.js.chinamobile.com/PLTV/3/224/3221227934/index.m3u8
江苏经典流行音乐广播,http://223.110.235.3/ott.js.chinamobile.com/PLTV/3/224/3221227943/index.m3u8
江苏财经广播,http://223.110.235.3/ott.js.chinamobile.com/PLTV/3/224/3221227946/index.m3u8
江苏金陵之声广播,http://223.110.245.146/ott.js.chinamobile.com/PLTV/3/224/3221227940/index.m3u8
江苏音乐广播,http://223.110.235.3/ott.js.chinamobile.com/PLTV/3/224/3221227949/index.m3u8
